6.5 Contabilização de relação de proteção que se qualifica,6.5.1
6.6 Hedge de grupo de itens,6.6.1
"6.7 Opção de designar a exposição de crédito como mensurada ao valor
justo por meio do resultado",6.7.1
7 DATA DE VIGÊNCIA E TRANSIÇÃO,7.1.1
7.1 Data de vigência,7.1.1
7.2 Transição,7.2.1
7.3 Eliminado,7.3.1
APÊNDICES,
A Definição de termos,
B Orientação de aplicação,
