"7733-
1/00",Aluguel de máquinas e equipamentos para escritórios,1
"7739-
0/01","Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",1
"7739-
0/02","Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",3
"7739-
0/03","Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",3
"7739-
0/99","Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados
anteriormente, sem operador",3
"7740-
3/00",Gestão de ativos intangíveis não financeiros,1
"7810-
8/00",Seleção e agenciamento de mão de obra,3
"7820-
5/00",Locação de mão de obra temporária,3
"7830-
2/00",Fornecimento e gestão de recursos humanos para terceiros,2
"7911-
2/00",Agências de viagens,1
"7912-
1/00",Operadores turísticos,1
"7990-
2/00",Serviços de reservas e outros serviços de turismo não especificados anteriormente,1
"8011-
1/01",Atividades de vigilância e segurança privada,3
"8011-
1/02",Serviços de adestramento de cães de guarda,2
"8012-
9/00",Atividades de transporte de valores,3
"8020-
0/01",Atividades de monitoramento de sistemas de segurança eletrônico,3
"8020-
0/02",Outras atividades de serviços de segurança,3
"8030-
7/00",Atividades de investigação particular,2
"8111-
7/00","Serviços combinados para apoio a edifícios, exceto condomínios prediais",3
"8112-
5/00",Condomínios prediais,2
"8121-
4/00",Limpeza em prédios e em domicílios,3
"8122-
2/00",Imunização e controle de pragas urbanas,3
"8129-
0/00",Atividades de limpeza não especificadas anteriormente,3
"8130-
3/00",Atividades paisagísticas,3
"8211-
3/00",Serviços combinados de escritório e apoio administrativo,2
"8219-
9/01",Fotocópias,1
"8219-
9/99","Preparação de documentos e serviços especializados de apoio administrativo não
especificados anteriormente",3
"8220-
2/00",Atividades de teleatendimento,3
"8230-
0/01","Serviços de organização de feiras, congressos, exposições e festas",3
"8230-
0/02",Casas de festas e eventos,1
"8291-
1/00",Atividades de cobranças e informações cadastrais,2
"8292-
0/00",Envasamento e empacotamento sob contrato,3
