"9001-
9/02",Produção musical,2
"9001-
9/03",Produção de espetáculos de dança,2
"9001-
9/04","Produção de espetáculos circenses, de marionetes e similares",1
"9001-
9/05","Produção de espetáculos de rodeios, vaquejadas e similares",3
"9001-
9/06",Atividades de sonorização e de iluminação,1
"9001-
9/99","Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",3
"9002-
7/01","Atividades de artistas plásticos, jornalistas independentes e escritores",1
"9002-
7/02",Restauração de obras-de-arte,1
"9003-
5/00","Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",3
"9101-
5/00",Atividades de bibliotecas e arquivos,2
"9102-
3/01",Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,1
"9102-
3/02",Restauração e conservação de lugares e prédios históricos,1
"9103-
1/00","Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas
de proteção ambiental",2
"9200-
3/01",Casas de bingo,1
"9200-
3/02",Exploração de apostas em corridas de cavalos,2
"9200-
3/99",Exploração de jogos de azar e apostas não especificados anteriormente,1
"9311-
5/00",Gestão de instalações de esportes,2
"9312-
3/00","Clubes sociais, esportivos e similares",2
"9313-
1/00",Atividades de condicionamento físico,1
"9319-
1/01",Produção e promoção de eventos esportivos,2
"9319-
1/99",Outras atividades esportivas não especificadas anteriormente,2
"9321-
2/00",Parques de diversão e parques temáticos,2
"9329-
8/01","Discotecas, danceterias, salões de dança e similares",1
"9329-
8/02",Exploração de boliches,3
"9329-
8/03","Exploração de jogos de sinuca, bilhar e similares",1
"9329-
8/04",Exploração de jogos eletrônicos recreativos,3
"9329-
8/99",Outras atividades de recreação e lazer não especificadas anteriormente,2
"9411-
1/00",Atividades de organizações associativas patronais e empresariais,3
"9412-
0/01",Atividades de fiscalização profissional,3
"9412-
0/99",Outras atividades associativas profissionais,3
"9420-
1/00",Atividades de organizações sindicais,2
"9430-
8/00",Atividades de associações de defesa de direitos sociais,2
