col0,col1,"Remuneração
de segurados
do setor rural",604,0003,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",-,-,"2,5%","0,2%",-
,,"Remuneação
de segurados
do setor
industrial",833,0079,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",-,-,"2,5%","0,2%","1,0%"
"100,
II, ""d"",
e 94","Agroindústria
sujeita à
contribuição
substitutiva
instituída pelo
art. 22-A da Lei
nº 8.212, de
1991 que
desenvolve
atividade
enumerada no
art. 2º do
Decreto-Lei nº
1.146, de 1970","Receita bruta
da
comercialização
da produção",744,0512,-,"2,5%","0,1%",-,-,-
,,"Remuneração
de segurados
do setor rural e
industrial",825,0003,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",-,-,"2,5%","2,7%",-
"101, §
1º","Pessoa jurídica
que
desenvolve,
além da
atividade rural,
outra atividade
econômica
autônoma, ou
que opta por
contribuir sobre
a folha de
pagamento","Total de
remuneração
de segurados
(em todas as
atividades)",787,0515,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",20%,1% a 3%,"2,5%","0,2%",-
"101, §
2º","Pessoa jurídica
que, além da
atividade rural,
presta serviços
a terceiros -
atividade não
autônoma
(Regulamento
da Previdência
Social, de 1999,
art. 201, § 21), e
agroindústria
que presta
serviços a
terceiros,
inclusive como
atividade
autônoma","Remuneração
de segurados
(somente em
relação a
serviços
prestados a
terceiros)",787,0515,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",20%,1% a 3%,"2,5%","0,2%",-
"101,
caput","Pessoa jurídica
que se dedica
apenas à
atividade de
produção rural.","Receita bruta
da
comercialização
da produção",744,0512,-,"1,7%","0,1%",-,-,-
,,"Remuneração
de segurados",604,0003,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",-,-,"2,5%","0,2%",-
94,"Pessoa jurídica
que desenvolve
atividade
prevista no art.
2º do Decreto-
Lei nº 1.146, de
1970, não
exclusiva, com
preponderância
rural, não
sujeita a
substituição","Remuneração
de segurados",531,0003,"8% a 11%
A partir de
1º/3/2020:
7,5% a 14%",20%,1% a 3%,"2,5%","2,7%",-
