"4723-
7/00",Comércio varejista de bebidas,3
"4724-
5/00",Comércio varejista de hortifrutigranjeiros,3
"4729-
6/01",Tabacaria,1
"4729-
6/02",Comércio varejista de mercadorias em lojas de conveniência,2
"4729-
6/99","Comércio varejista de produtos alimentícios em geral ou especializado em produtos
alimentícios não especificados anteriormente",2
"4731-
8/00",Comércio varejista de combustíveis para veículos automotores,3
"4732-
6/00",Comércio varejista de lubrificantes,2
"4741-
5/00",Comércio varejista de tintas e materiais para pintura,2
"4742-
3/00",Comércio varejista de material elétrico,3
"4743-
1/00",Comércio varejista de vidros,3
"4744-
0/01",Comércio varejista de ferragens e ferramentas,3
"4744-
0/02",Comércio varejista de madeira e artefatos,3
"4744-
0/03",Comércio varejista de materiais hidráulicos,2
"4744-
0/04","Comércio varejista de cal, areia, pedra britada, tijolos e telhas",3
"4744-
0/05",Comércio varejista de materiais de construção não especificados anteriormente,3
"4744-
0/06",Comércio varejista de pedras para revestimento,3
"4744-
0/99",Comércio varejista de materiais de construção em geral,3
"4751-
2/01",Comércio varejista especializado de equipamentos e suprimentos de informática,2
"4751-
2/02",Recarga de cartuchos para equipamentos de informática,2
"4752-
1/00",Comércio varejista especializado de equipamentos de telefonia e comunicação,2
"4753-
9/00",Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,2
"4754-
7/01",Comércio varejista de móveis,2
"4754-
7/02",Comércio varejista de artigos de colchoaria,2
"4754-
7/03",Comércio varejista de artigos de iluminação,2
"4755-
5/01",Comércio varejista de tecidos,2
"4755-
5/02",Comercio varejista de artigos de armarinho,2
"4755-
5/03","Comercio varejista de artigos de cama, mesa e banho",3
"4756-
3/00",Comércio varejista especializado de instrumentos musicais e acessórios,2
"4757-
1/00","Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos
para uso doméstico, exceto informática e comunicação",2
"4759-
8/01","Comércio varejista de artigos de tapeçaria, cortinas e persianas",2
"4759-
8/99","Comércio varejista de outros artigos de uso pessoal e doméstico não especificados
anteriormente",2
"4761-
0/01",Comércio varejista de livros,1
