"3822-
0/00",Tratamento e disposição de resíduos perigosos,3
"3831-
9/01",Recuperação de sucatas de alumínio,3
"3831-
9/99","Recuperação de materiais metálicos, exceto alumínio",3
"3832-
7/00",Recuperação de materiais plásticos,3
"3839-
4/01",Usinas de compostagem,3
"3839-
4/99",Recuperação de materiais não especificados anteriormente,3
"3900-
5/00",Descontaminação e outros serviços de gestão de resíduos,2
"4110-
7/00",Incorporação de empreendimentos imobiliários,3
"4120-
4/00",Construção de edifícios,3
"4211-
1/01",Construção de rodovias e ferrovias,3
"4211-
1/02",Pintura para sinalização em pistas rodoviárias e aeroportos,3
"4212-
0/00",Construção de obras de arte especiais,3
"4213-
8/00","Obras de urbanização - ruas, praças e calçadas",3
"4221-
9/01",Construção de barragens e represas para geração de energia elétrica,3
"4221-
9/02",Construção de estações e redes de distribuição de energia elétrica,3
"4221-
9/03",Manutenção de redes de distribuição de energia elétrica,3
"4221-
9/04",Construção de estações e redes de telecomunicações,3
"4221-
9/05",Manutenção de estações e redes de telecomunicações,3
"4222-
7/01","Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas,
exceto obras de irrigação",3
"4222-
7/02",Obras de irrigação,3
"4223-
5/00","Construção de redes de transportes por dutos, exceto para água e esgoto",3
"4291-
0/00","Obras portuárias, marítimas e fluviais",3
