"5030-
1/01",Navegação de apoio marítimo,3
"5030-
1/02",Navegação de apoio portuário,1
"5030-
1/03",Serviço de rebocadores e empurradores,3
"5091-
2/01","Transporte por navegação de travessia, municipal",3
"5091-
2/02","Transporte por navegação de travessia, intermunicipal, interestadual e internacional",3
"5099-
8/01",Transporte aquaviário para passeios turísticos,1
"5099-
8/99",Outros transportes aquaviários não especificados anteriormente,1
"5111-
1/00",Transporte aéreo de passageiros regular,3
"5112-
9/01",Serviço de táxi aéreo e locação de aeronaves com tripulação,3
"5112-
9/99",Outros serviços de transporte aéreo de passageiros não regular,3
"5120-
0/00",Transporte aéreo de carga,2
"5130-
7/00",Transporte espacial,1
"5211-
7/01",Armazéns gerais - emissão de warrant,3
"5211-
7/02",Guarda-móveis,2
"5211-
7/99","Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",3
"5212-
5/00",Carga e descarga,3
"5221-
4/00","Concessionárias de rodovias, pontes, túneis e serviços relacionados",3
"5222-
2/00",Terminais rodoviários e ferroviários,3
"5223-
1/00",Estacionamento de veículos,3
"5229-
0/01","Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",1
"5229-
0/02",Serviços de reboque de veículos,3
"5229-
0/99",Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,3
"5231-
1/01",Administração da infraestrutura portuária,2
"5231-
1/02",Atividades do operador portuário,3
"5231-
1/03",Gestão de terminais aquaviários,3
"5232-
0/00",Atividades de agenciamento marítimo,2
"5239-
7/01",Serviços de praticagem,3
"5239-
7/99",Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,3
"5240-
1/01",Operação dos aeroportos e campos de aterrissagem,2
"5240-
1/99","Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de
aterrissagem",3
"5250-
8/01",Comissaria de despachos,1
"5250-
8/02",Atividades de despachantes aduaneiros,3
