"1313-
8/00",Fiação de fibras artificiais e sintéticas,3
"1314-
6/00",Fabricação de linhas para costurar e bordar,3
"1321-
9/00",Tecelagem de fios de algodão,3
"1322-
7/00","Tecelagem de fios de fibras têxteis naturais, exceto algodão",3
"1323-
5/00",Tecelagem de fios de fibras artificiais e sintéticas,3
"1330-
8/00",Fabricação de tecidos de malha,3
"1340-
5/01","Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",3
"1340-
5/02","Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do
vestuário",3
"1340-
5/99","Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do
vestuário",3
"1351-
1/00",Fabricação de artefatos têxteis para uso doméstico,3
"1352-
9/00",Fabricação de artefatos de tapeçaria,3
"1353-
7/00",Fabricação de artefatos de cordoaria,3
"1354-
5/00","Fabricação de tecidos especiais, inclusive artefatos",3
"1359-
6/00",Fabricação de outros produtos têxteis não especificados anteriormente,3
"1411-
8/01",Confecção de roupas íntimas,3
"1411-
8/02",Facção de roupas íntimas,1
"1412-
6/01","Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob
medida",3
"1412-
6/02","Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",2
"1412-
6/03","Facção de peças do vestuário, exceto roupas íntimas",3
"1413-
4/01","Confecção de roupas profissionais, exceto sob medida",2
"1413-
4/02","Confecção, sob medida, de roupas profissionais",2
"1413-
4/03",Facção de roupas profissionais,2
"1414-
2/00","Fabricação de acessórios do vestuário, exceto para segurança e proteção",3
"1421-
5/00",Fabricação de meias,3
"1422-
3/00","Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto
meias",3
"1510-
6/00",Curtimento e outras preparações de couro,3
"1521-
1/00","Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",2
"1529-
7/00",Fabricação de artefatos de couro não especificados anteriormente,3
"1531-
9/01",Fabricação de calçados de couro,2
"1531-
9/02",Acabamento de calçados de couro sob contrato,3
"1532-
7/00",Fabricação de tênis de qualquer material,2
"1533-
5/00",Fabricação de calçados de material sintético,2
