"2822-
4/02","Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de
cargas, peças e acessórios",3
"2823-
2/00","Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso
industrial e comercial, peças e acessórios",3
"2824-
1/01",Fabricação de aparelhos e equipamentos de ar-condicionado para uso industrial,2
"2824-
1/02","Fabricação de aparelhos e equipamentos de ar-condicionado para uso não
industrial",2
"2825-
9/00","Fabricação de máquinas e equipamentos para saneamento básico e ambiental,
peças e acessórios",2
"2829-
1/01","Fabricação de máquinas de escrever, calcular e outros equipamentos não
eletrônicos para escritório, peças e acessórios",2
"2829-
1/99","Fabricação de outras máquinas e equipamentos de uso geral não especificados
anteriormente, peças e acessórios",3
"2831-
3/00","Fabricação de tratores agrícolas, peças e acessórios",3
"2832-
1/00","Fabricação de equipamentos para irrigação agrícola, peças e acessórios",3
"2833-
0/00","Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e
acessórios, exceto para irrigação",3
"2840-
2/00","Fabricação de máquinas-ferramenta, peças e acessórios",3
"2851-
8/00","Fabricação de máquinas e equipamentos para a prospecção e extração de
petróleo, peças e acessórios",3
"2852-
6/00","Fabricação de outras máquinas e equipamentos para uso na extração mineral,
peças e acessórios, exceto na extração de petróleo",3
"2853-
4/00","Fabricação de tratores, peças e acessórios, exceto agrícolas",3
"2854-
2/00","Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e
construção, peças e acessórios, exceto tratores",3
"2861-
5/00","Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto
máquinas-ferramenta",3
"2862-
3/00","Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas
e fumo, peças e acessórios",3
"2863-
1/00","Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",3
"2864-
0/00","Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro
e de calçados, peças e acessórios",3
"2865-
8/00","Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e
papelão e artefatos, peças e acessórios",3
"2866-
6/00","Fabricação de máquinas e equipamentos para a indústria do plástico, peças e
acessórios",3
"2869-
1/00","Fabricação de máquinas e equipamentos para uso industrial específico não
especificados anteriormente, peças e acessórios",3
"2910-
7/01","Fabricação de automóveis, camionetas e utilitários",3
"2910-
7/02","Fabricação de chassis com motor para automóveis, camionetas e utilitários",3
"2910-
7/03","Fabricação de motores para automóveis, camionetas e utilitários",3
"2920-
4/01",Fabricação de caminhões e ônibus,3
"2920-
4/02",Fabricação de motores para caminhões e ônibus,2
"2930-
1/01","Fabricação de cabines, carrocerias e reboques para caminhões",3
"2930-
1/02",Fabricação de carrocerias para ônibus,3
"2930-
1/03","Fabricação de cabines, carrocerias e reboques para outros veículos automotores,
exceto caminhões e ônibus",3
"2941-
7/00",Fabricação de peças e acessórios para o sistema motor de veículos automotores,3
"2942-
5/00","Fabricação de peças e acessórios para os sistemas de marcha e transmissão de
veículos automotores",3
