"2330-
3/99","Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento,
gesso e materiais semelhantes",3
"2341-
9/00",Fabricação de produtos cerâmicos refratários,3
"2342-
7/01",Fabricação de azulejos e pisos,3
"2342-
7/02","Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto
azulejos e pisos",3
"2349-
4/01",Fabricação de material sanitário de cerâmica,3
"2349-
4/99","Fabricação de produtos cerâmicos não refratários não especificados
anteriormente",3
"2391-
5/01","Britamento de pedras, exceto associado à extração",3
"2391-
5/02","Aparelhamento de pedras para construção, exceto associado à extração",3
"2391-
5/03","Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e
outras pedras",3
"2392-
3/00",Fabricação de cal e gesso,3
"2399-
1/01","Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça,
vidro e cristal",3
"2399-
1/02",Fabricação de abrasivos,3
"2399-
1/99","Fabricação de outros produtos de minerais não metálicos não especificados
anteriormente",3
"2411-
3/00",Produção de ferro-gusa,3
"2412-
1/00",Produção de ferroligas,3
"2421-
1/00",Produção de semiacabados de aço,1
"2422-
9/01","Produção de laminados planos de aço ao carbono, revestidos ou não",3
"2422-
9/02",Produção de laminados planos de aços especiais,2
"2423-
7/01",Produção de tubos de aço sem costura,3
"2423-
7/02","Produção de laminados longos de aço, exceto tubos",2
"2424-
5/01",Produção de arames de aço,2
"2424-
5/02","Produção de relaminados, trefilados e perfilados de aço, exceto arames",3
"2431-
8/00",Produção de tubos de aço com costura,3
"2439-
3/00",Produção de outros tubos de ferro e aço,3
"2441-
5/01",Produção de alumínio e suas ligas em formas primárias,2
"2441-
5/02",Produção de laminados de alumínio,3
"2442-
3/00",Metalurgia dos metais preciosos,2
"2443-
1/00",Metalurgia do cobre,2
"2449-
1/01",Produção de zinco em formas primárias,3
"2449-
1/02",Produção de laminados de zinco,3
"2449-
1/03",Produção de ânodos para galvanoplastia,3
"2449-
1/99","Metalurgia de outros metais não ferrosos e suas ligas não especificados
anteriormente",3
