"4511-
1/01","Comércio a varejo de automóveis, camionetas e utilitários novos",2
"4511-
1/02","Comércio a varejo de automóveis, camionetas e utilitários usados",3
"4511-
1/03","Comércio por atacado de automóveis, camionetas e utilitários novos e usados",2
"4511-
1/04",Comércio por atacado de caminhões novos e usados,2
"4511-
1/05",Comércio por atacado de reboques e semirreboques novos e usados,3
"4511-
1/06",Comércio por atacado de ônibus e micro-ônibus novos e usados,1
"4512-
9/01",Representantes comerciais e agentes do comércio de veículos automotores,2
"4512-
9/02",Comércio sob consignação de veículos automotores,3
"4520-
0/01",Serviços de manutenção e reparação mecânica de veículos automotores,3
"4520-
0/02",Serviços de lanternagem ou funilaria e pintura de veículos automotores,3
"4520-
0/03",Serviços de manutenção e reparação elétrica de veículos automotores,3
"4520-
0/04",Serviços de alinhamento e balanceamento de veículos automotores,2
"4520-
0/05","Serviços de lavagem, lubrificação e polimento de veículos automotores",3
"4520-
0/06",Serviços de borracharia para veículos automotores,3
"4520-
0/07","Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3
"4520-
0/08",Serviços de capotaria,3
"4530-
7/01",Comércio por atacado de peças e acessórios novos para veículos automotores,2
"4530-
7/02",Comércio por atacado de pneumáticos e câmaras-de-ar,2
"4530-
7/03",Comércio a varejo de peças e acessórios novos para veículos automotores,2
"4530-
7/04",Comércio a varejo de peças e acessórios usados para veículos automotores,2
"4530-
7/05",Comércio a varejo de pneumáticos e câmaras-de-ar,2
"4530-
7/06","Representantes comerciais e agentes do comércio de peças e acessórios novos e usados
para veículos automotores",2
"4541-
2/01",Comércio por atacado de motocicletas e motonetas,2
"4541-
2/02",Comércio por atacado de peças e acessórios para motocicletas e motonetas,3
"4541-
2/03",Comércio a varejo de motocicletas e motonetas novas,3
"4541-
2/04",Comércio a varejo de motocicletas e motonetas usadas,3
"4541-
2/05",Comércio a varejo de peças e acessórios para motocicletas e motonetas,3
"4542-
1/01","Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e
acessórios",1
"4542-
1/02",Comércio sob consignação de motocicletas e motonetas,2
"4543-
9/00",Manutenção e reparação de motocicletas e motonetas,2
"4611-
7/00","Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais
vivos",3
"4612-
5/00","Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos
siderúrgicos e químicos",2
