"8640-
2/11",Serviços de radioterapia,2
"8640-
2/12",Serviços de hemoterapia,1
"8640-
2/13",Serviços de litotripsia,1
"8640-
2/14",Serviços de bancos de células e tecidos humanos,1
"8640-
2/99","Atividades de serviços de complementação diagnóstica e terapêutica não especificadas
anteriormente",2
"8650-
0/01",Atividades de enfermagem,1
"8650-
0/02",Atividades de profissionais da nutrição,3
"8650-
0/03",Atividades de psicologia e psicanálise,1
"8650-
0/04",Atividades de fisioterapia,1
"8650-
0/05",Atividades de terapia ocupacional,2
"8650-
0/06",Atividades de fonoaudiologia,1
"8650-
0/07",Atividades de terapia de nutrição enteral e parenteral,1
"8650-
0/99",Atividades de profissionais da área de saúde não especificadas anteriormente,2
"8660-
7/00",Atividades de apoio à gestão de saúde,2
"8690-
9/01",Atividades de práticas integrativas e complementares em saúde humana,2
"8690-
9/02",Atividades de banco de leite humano,1
"8690-
9/03",Atividades de acupuntura,2
"8690-
9/04",Atividades de podologia,2
"8690-
9/99",Outras atividades de atenção à saúde humana não especificadas anteriormente,2
"8711-
5/01",Clínicas e residências geriátricas,2
"8711-
5/02",Instituições de longa permanência para idosos,2
"8711-
5/03","Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",1
"8711-
5/04",Centros de apoio a pacientes com câncer e com aids,3
"8711-
5/05",Condomínios residenciais para idosos e deficientes físicos,2
"8712-
3/00",Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,2
"8720-
4/01",Atividades de centros de assistência psicossocial,1
"8720-
4/99","Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos,
deficiência mental e dependência química não especificadas anteriormente",2
"8730-
1/01",Orfanatos,2
"8730-
1/02",Albergues assistenciais,2
"8730-
1/99","Atividades de assistência social prestadas em residências coletivas e particulares não
especificadas anteriormente",2
"8800-
6/00",Serviços de assistência social sem alojamento,2
"9001-
9/01",Produção teatral,1
