"5250-
8/03","Agenciamento de cargas, exceto para o transporte marítimo",3
"5250-
8/04",Organização logística do transporte de carga,3
"5250-
8/05",Operador de transporte multimodal (OTM),3
"5310-
5/01",Atividades do Correio Nacional,3
"5310-
5/02",Atividades de franqueadas e permissionárias do Correio Nacional,2
"5320-
2/01",Serviços de malote não realizados pelo Correio Nacional,3
"5320-
2/02",Serviços de entrega rápida,3
"5510-
8/01",Hotéis,2
"5510-
8/02",Apart-hotéis,2
"5510-
8/03",Motéis,2
"5590-
6/01","Albergues, exceto assistenciais",3
"5590-
6/02",Campings,1
"5590-
6/03",Pensões (alojamento),2
"5590-
6/99",Outros alojamentos não especificados anteriormente,2
"5611-
2/01",Restaurantes e similares,2
"5611-
2/02",Bares e outros estabelecimentos especializados em servir bebidas,3
"5611-
2/03","Lanchonetes, casas de chá, de sucos e similares",3
"5612-
1/00",Serviços ambulantes de alimentação,3
"5620-
1/01",Fornecimento de alimentos preparados preponderantemente para empresas,3
"5620-
1/02",Serviços de alimentação para eventos e recepções - bufê,2
"5620-
1/03",Cantinas - serviços de alimentação privativos,3
"5620-
1/04",Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,3
"5811-
5/00",Edição de livros,2
"5812-
3/01",Edição de jornais diários,2
"5812-
3/02",Edição de jornais não diários,2
"5813-
1/00",Edição de revistas,3
"5819-
1/00","Edição de cadastros, listas e de outros produtos gráficos",2
"5821-
2/00",Edição integrada à impressão de livros,2
"5822-
1/01",Edição integrada à impressão de jornais,2
"5822-
1/02",Edição integrada à impressão de jornais não diários,2
"5823-
9/00",Edição integrada à impressão de revistas,2
"5829-
8/00","Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",2
